bus,demand,,,
150,0.206061,,,
151,0.170286,,,
152,0.285395,,,
153,0.070240,,,
154,0.053078,,,
155,0.058473,,,
156,0.071301,,,
157,0.550790,,,
158,0.139185,,,
159,0.113887,,,
160,0.174525,,,
161,0.255131,,,
162,0.673110,,,
163,0.115278,,,
164,0.302974,,,
165,0.304467,,,
166,0.150388,,,
167,0.035231,,,
168,0.039734,,,
169,0.116550,,,
170,0.085449,,,
171,0.248961,,,
172,0.133136,,,
173,0.203285,,,
174,0.146922,,,
175,0.111772,,,
176,0.238773,,,
177,0.234901,,,
178,0.071953,,,
179,0.007533,,,
180,0.052111,,,
181,0.049479,,,
182,0.166562,,,
183,0.102346,,,
184,0.118543,,,
185,0.098199,,,
186,0.072821,,,
187,0.046101,,,
188,0.011677,,,
189,0.162110,,,
190,0.026851,,,
191,0.071097,,,
192,0.009605,,,
193,0.081415,,,
194,0.078494,,,
195,0.184836,,,
196,0.051629,,,
197,0.038109,,,
198,0.085135,,,
199,0.052603,,,
200,0.073021,,,
201,0.102993,,,
202,0.009282,,,
203,0.046228,,,
204,0.065485,,,
205,0.081521,,,
206,0.105299,,,
207,0.252200,,,
208,0.103348,,,
209,0.012807,,,
210,0.020394,,,
211,0.069109,,,
212,0.111893,,,
213,0.055624,,,
214,0.214223,,,
215,0.151617,,,
216,0.051247,,,
217,0.055650,,,
218,0.060947,,,
219,0.183092,,,
220,0.095817,,,
221,0.013103,,,
222,0.009121,,,
223,0.008852,,,
224,0.035702,,,
225,0.107990,,,
226,0.068516,,,
227,0.022411,,,
228,0.191285,,,
229,0.057009,,,
230,0.095514,,,
231,0.084336,,,
232,0.040654,,,
233,0.056990,,,
234,0.017010,,,
235,0.060282,,,
236,0.033549,,,
237,0.076050,,,
238,0.080302,,,
239,0.112105,,,
240,0.034250,,,
241,0.011273,,,
242,0.063174,,,
243,0.070948,,,
244,0.027127,,,
245,0.067771,,,
246,0.025452,,,
247,0.108976,,,
248,0.104260,,,
249,0.041894,,,
250,0.027818,,,
251,0.033742,,,
252,0.133336,,,
253,0.010466,,,
254,0.125689,,,
255,0.038080,,,
256,0.135454,,,
257,0.057923,,,
258,0.086109,,,
259,0.025587,,,
260,0.053739,,,
261,0.063728,,,
262,0.121931,,,
263,0.054516,,,
264,0.064459,,,
265,0.086609,,,
266,0.022627,,,
267,0.188636,,,
268,0.108031,,,
269,0.148348,,,
270,0.065089,,,
271,0.203805,,,
272,0.232154,,,
273,0.397136,,,
274,0.053460,,,
275,0.021820,,,
276,0.057666,,,
277,0.131309,,,
278,0.059970,,,
279,0.073576,,,
280,0.090867,,,
281,0.015184,,,
282,0.058921,,,
283,0.080008,,,
284,0.000000,,,
285,0.000000,,,
286,1.169279,,,
287,0.125729,,,
288,0.087824,,,
289,0.000000,,,
290,0.231062,,,
291,0.244672,,,
292,0.098484,,,
293,0.037619,,,
294,0.095127,,,
295,0.495331,,,
296,0.602674,,,
297,0.526602,,,
298,1.233431,,,
299,1.248786,,,
300,0.043619,,,
301,0.042796,,,
302,0.049532,,,
303,0.000000,,,
304,0.288055,,,
305,0.000000,,,
306,0.162000,,,
307,0.444724,,,
308,0.468709,,,
309,0.571931,,,
310,0.034543,,,
311,0.249491,,,
312,0.150411,,,
313,0.229550,,,
314,0.141076,,,
315,0.473010,,,
316,0.060056,,,
317,1.610961,,,
318,0.000000,,,
319,0.138496,,,
320,0.232017,,,
321,0.434535,,,
322,0.000000,,,
323,0.100586,,,
324,0.061059,,,
325,0.000000,,,
326,0.112223,,,
327,0.187153,,,
328,0.000000,,,
329,0.139303,,,
330,0.500325,,,
331,0.130043,,,
332,0.379428,,,
333,0.398291,,,
334,0.417000,,,
335,0.000000,,,
336,0.293947,,,
337,0.147102,,,
338,0.024499,,,
339,0.152287,,,
340,0.180585,,,
341,0.058864,,,
342,0.026232,,,
343,0.036765,,,
344,0.051435,,,
345,0.059455,,,
346,0.243197,,,
347,0.064740,,,
348,0.599546,,,
349,0.056734,,,
350,0.000000,,,
351,0.673345,,,
352,0.000000,,,
353,0.078586,,,
354,0.069138,,,
355,0.110332,,,
356,0.060277,,,
357,0.114007,,,
358,0.589707,,,
359,0.086981,,,
360,0.337723,,,
361,0.096571,,,
362,0.176414,,,
363,0.131880,,,
364,0.163152,,,
365,0.000000,,,
366,0.259301,,,
367,0.231810,,,
368,0.039752,,,
369,0.241963,,,
370,0.154364,,,
371,0.195588,,,
372,0.339136,,,
373,0.695511,,,
374,0.401860,,,
375,0.802267,,,
376,0.732658,,,
377,0.063991,,,
378,0.084242,,,
379,0.046780,,,
380,0.014895,,,
381,0.163887,,,
382,0.089906,,,
383,0.470908,,,
384,0.033470,,,
385,0.079230,,,
386,0.081287,,,
387,1.374333,,,
388,0.833528,,,
389,0.026244,,,
390,0.098411,,,
391,0.140276,,,
392,0.384415,,,
393,0.295122,,,
394,0.127169,,,
395,0.000000,,,
396,0.092388,,,
397,0.116067,,,
398,0.113947,,,
399,0.355858,,,
400,0.289060,,,
401,0.585456,,,
402,0.277038,,,
403,0.132333,,,
404,0.385022,,,
405,0.137601,,,
406,0.180655,,,
407,0.276581,,,
408,0.096502,,,
409,0.155937,,,
410,0.043452,,,
411,0.103477,,,
412,0.035861,,,
413,0.067420,,,
414,0.022045,,,
415,0.025677,,,
416,0.607335,,,
417,0.015268,,,
418,0.074812,,,
419,0.083975,,,
420,0.468342,,,
421,0.864481,,,
422,0.852089,,,
423,0.198110,,,
424,0.000000,,,
425,0.000000,,,
426,1.153388,,,
427,0.163543,,,
428,0.000000,,,
429,0.076749,,,
430,0.128484,,,
431,0.176715,,,
432,0.178328,,,
433,0.024826,,,
434,0.060322,,,
435,0.013083,,,
436,0.015963,,,
437,0.076044,,,
438,0.156105,,,
439,0.050591,,,
440,0.032976,,,
441,0.189135,,,
442,0.000000,,,
443,0.230911,,,
444,0.091574,,,
445,0.071494,,,
446,0.217529,,,
447,0.197081,,,
448,0.220932,,,
449,0.096070,,,
450,0.338937,,,
451,0.325820,,,
452,0.047621,,,
453,1.299287,,,
454,0.378395,,,
455,0.168345,,,
456,0.085300,,,
457,0.167254,,,
458,0.353651,,,
459,0.000000,,,
460,0.025398,,,
461,0.156047,,,
462,0.218482,,,
463,0.220790,,,
464,0.268001,,,
465,0.304610,,,
466,0.448750,,,
467,0.320468,,,
468,0.409482,,,
469,0.077796,,,
470,0.054635,,,
471,0.118559,,,
472,0.100120,,,
473,0.076591,,,
474,0.076205,,,
475,0.298705,,,
476,0.060018,,,
477,0.083558,,,
478,0.228158,,,
479,0.118996,,,
480,0.034432,,,
481,0.040925,,,
482,0.210183,,,
483,0.169152,,,
484,0.148994,,,
485,0.231182,,,
486,0.070757,,,
487,0.056877,,,
488,0.037679,,,
489,0.098057,,,
490,0.220463,,,
491,0.126979,,,
492,0.177921,,,
493,0.058541,,,
494,0.114469,,,
495,0.098927,,,
496,0.116996,,,
497,0.061854,,,
498,0.091062,,,
499,0.140113,,,
500,0.082497,,,
501,0.064168,,,
502,0.092584,,,
503,0.058561,,,
504,0.031494,,,
505,0.191456,,,
506,0.066238,,,
507,0.112082,,,
508,0.312614,,,
509,0.090490,,,
510,0.073365,,,
511,0.092815,,,
512,0.043683,,,
513,0.079949,,,
514,0.101231,,,
515,0.087802,,,
516,0.097455,,,
517,0.113078,,,
518,0.043192,,,
519,0.027034,,,
520,0.048374,,,
521,0.087287,,,
522,0.116545,,,
523,0.086006,,,
524,0.054879,,,
525,0.069523,,,
526,0.103172,,,
527,0.028316,,,
528,0.086686,,,
529,0.146958,,,
530,0.170443,,,
531,0.103643,,,
532,0.403334,,,
533,0.155373,,,
534,0.188674,,,
535,0.168888,,,
536,0.089145,,,
537,0.035788,,,
538,0.149400,,,
539,0.161768,,,
540,0.394252,,,
541,0.163194,,,
542,0.726992,,,
543,0.055355,,,
544,0.191978,,,
545,0.092019,,,
546,0.042375,,,
547,0.036213,,,
548,0.084647,,,
549,0.040626,,,
550,0.041864,,,
551,0.071824,,,
552,0.183756,,,
553,0.083258,,,
554,0.019183,,,
555,0.060687,,,
556,0.428821,,,
557,0.146454,,,
558,0.364730,,,
559,0.081541,,,
560,0.095589,,,
561,0.080270,,,
562,0.115850,,,
563,0.046346,,,
564,0.033846,,,
565,0.000000,,,
566,0.657747,,,
567,0.340166,,,
568,0.387862,,,
569,0.082919,,,
570,0.031979,,,
571,0.170193,,,
572,0.092434,,,
573,0.284684,,,
574,0.112545,,,
575,0.111895,,,
576,0.108093,,,
577,0.127709,,,
578,0.221222,,,
579,0.446452,,,
580,0.084407,,,
581,0.077969,,,
582,0.046780,,,
583,0.080491,,,
584,0.146057,,,
585,0.036915,,,
586,0.078524,,,
587,0.032150,,,
588,0.083060,,,
589,0.138942,,,
590,0.118794,,,
591,0.227633,,,
592,0.089265,,,
593,0.086103,,,
594,0.039195,,,
595,0.403475,,,
596,0.153169,,,
597,0.633780,,,
598,0.195245,,,
599,0.045806,,,
600,0.348574,,,
601,0.392280,,,
602,0.240834,,,
603,0.065591,,,
604,0.035838,,,
605,0.330512,,,
606,0.000000,,,
607,0.221629,,,
608,0.263785,,,
609,0.364300,,,
610,0.570155,,,
611,0.115650,,,
612,0.132925,,,
613,0.189253,,,
614,0.219854,,,
615,0.360649,,,
616,0.034653,,,
617,0.175081,,,
618,0.135073,,,
619,0.172956,,,
620,0.213772,,,
621,0.663211,,,
622,0.160282,,,
623,0.311494,,,
624,0.166278,,,
625,0.061201,,,
626,0.181955,,,
627,0.117907,,,
628,0.139427,,,
629,0.151415,,,
630,0.130537,,,
631,0.176141,,,
632,0.033172,,,
633,0.163755,,,
634,0.001407,,,
635,0.055174,,,
636,0.016843,,,
637,0.179900,,,
638,0.325989,,,
639,0.058713,,,
640,0.526154,,,
641,0.433918,,,
642,0.502693,,,
643,0.061974,,,
644,0.145733,,,
645,0.087838,,,
646,0.812877,,,
647,0.576181,,,
648,0.169507,,,
649,0.215237,,,
650,0.763864,,,
651,1.078230,,,
652,0.116962,,,
653,0.590248,,,
654,0.015294,,,
655,0.857134,,,
656,0.311013,,,
657,0.583835,,,
658,1.266087,,,
659,0.099192,,,
660,0.217736,,,
661,0.053875,,,
662,0.195322,,,
663,0.056525,,,
664,0.000000,,,
665,0.104986,,,
666,0.097756,,,
667,0.000000,,,
668,0.048554,,,
669,0.363658,,,
670,0.153338,,,
671,0.372261,,,
672,0.318938,,,
673,0.172722,,,
674,0.695001,,,
675,0.338391,,,
676,0.000000,,,
677,0.654581,,,
678,0.770215,,,
679,0.808985,,,
680,0.138116,,,
681,0.153421,,,
682,0.219908,,,
683,0.000190,,,
684,0.628195,,,
685,0.198271,,,
686,0.224887,,,
687,0.194362,,,
688,0.054639,,,
689,0.129295,,,
690,0.077407,,,
691,0.256077,,,
692,0.360186,,,
693,0.703991,,,
694,0.626324,,,
695,0.521851,,,
696,0.184520,,,
697,0.357518,,,
698,0.152327,,,
699,0.687148,,,
700,0.503064,,,
701,0.105245,,,
702,0.552509,,,
703,0.235918,,,
704,0.391205,,,
705,0.143429,,,
706,0.155545,,,
707,0.148010,,,
708,0.127102,,,
709,0.110509,,,
710,0.045263,,,
711,0.100343,,,
712,0.172693,,,
713,0.178466,,,
714,0.254847,,,
715,0.197918,,,
716,0.154395,,,
717,0.300786,,,
718,0.281068,,,
719,0.077573,,,
720,0.162665,,,
721,0.000000,,,
722,0.126472,,,
723,0.122420,,,
724,0.574265,,,
725,0.199430,,,
726,0.275433,,,
727,0.059532,,,
728,0.123921,,,
729,0.154481,,,
730,0.384991,,,
731,1.382495,,,
732,0.218180,,,
733,0.042550,,,
734,0.277917,,,
735,0.287835,,,
736,0.303192,,,
737,0.182314,,,
738,0.114897,,,
739,0.239562,,,
740,0.407743,,,
741,0.331121,,,
742,0.257816,,,
743,0.673440,,,
744,0.759161,,,
745,0.080673,,,
746,0.185643,,,
747,0.000000,,,
748,0.878079,,,
749,0.062275,,,
750,0.163863,,,
751,0.063689,,,
752,0.533101,,,
753,0.058928,,,
754,0.402741,,,
755,0.103915,,,
756,0.694674,,,
757,0.244451,,,
758,0.390835,,,
759,0.467860,,,
760,0.128400,,,
761,0.271533,,,
762,0.206366,,,
763,0.225302,,,
764,0.071105,,,
765,0.232856,,,
766,0.474284,,,
767,0.612279,,,
768,0.137105,,,
769,0.053254,,,
770,0.265146,,,
771,0.309158,,,
772,0.117411,,,
773,0.415792,,,
774,0.456108,,,
775,0.123518,,,
776,0.067757,,,
777,0.056501,,,
778,0.115053,,,
779,0.094560,,,
780,0.165368,,,
781,0.197983,,,
782,0.317727,,,
783,0.094924,,,
784,0.136499,,,
785,0.101450,,,
786,0.186639,,,
787,0.296404,,,
788,0.244010,,,
789,0.023838,,,
790,0.246097,,,
791,0.164661,,,
792,0.189525,,,
793,0.153490,,,
794,0.122491,,,
795,0.284150,,,
796,0.101095,,,
797,0.266420,,,
798,0.000000,,,
799,0.244449,,,
800,0.281503,,,
801,0.000000,,,
802,0.093223,,,
803,0.175859,,,
804,0.639768,,,
805,0.000000,,,
806,0.000000,,,
807,0.448960,,,
808,0.411707,,,
809,0.133609,,,
810,0.186904,,,
811,0.377467,,,
812,0.170341,,,
813,0.375801,,,
814,0.471561,,,
815,0.142422,,,
816,1.065504,,,
817,0.358200,,,
818,0.165161,,,
819,0.143616,,,
820,0.000000,,,
821,0.254218,,,
822,0.182941,,,
823,0.207986,,,
824,0.223238,,,
825,0.366132,,,
826,0.066313,,,
827,0.320820,,,
828,0.619283,,,
829,0.082701,,,
830,0.197443,,,
831,0.139769,,,
832,0.127596,,,
833,0.390507,,,
834,0.159750,,,
835,0.241064,,,
836,0.075097,,,
837,0.149228,,,
838,0.128963,,,
839,0.274900,,,
840,0.283581,,,
841,0.118141,,,
842,0.265324,,,
843,0.139805,,,
844,0.097807,,,
845,0.372159,,,
846,0.144172,,,
847,0.073192,,,
848,0.074956,,,
849,0.203377,,,
850,0.062772,,,
851,0.083686,,,
852,0.048624,,,
853,0.354811,,,
854,0.081712,,,
855,0.136724,,,
856,0.022061,,,
857,0.201793,,,
858,0.036723,,,
859,0.068516,,,
860,0.058258,,,
861,0.059340,,,
862,0.051469,,,
863,0.093478,,,
864,0.136733,,,
865,0.220258,,,
866,0.090555,,,
867,0.038961,,,
868,0.028444,,,
869,0.196998,,,
870,0.230160,,,
871,0.097268,,,
872,0.034196,,,
873,0.089292,,,
874,0.067263,,,
875,0.144200,,,
876,0.096763,,,
877,0.075371,,,
878,0.046208,,,
879,0.133365,,,
880,0.173099,,,
881,0.080733,,,
882,0.153948,,,
883,0.141121,,,
884,0.165505,,,
885,0.070308,,,
886,0.059222,,,
887,0.052525,,,
888,0.087798,,,
889,0.048161,,,
890,0.060080,,,
891,0.163811,,,
892,0.240611,,,
893,0.067758,,,
894,0.000000,,,
895,0.257587,,,
896,0.048612,,,
897,0.495239,,,
898,0.414731,,,
899,0.251190,,,
900,0.165848,,,
901,0.111561,,,
902,0.029016,,,
903,0.119880,,,
904,0.383514,,,
905,0.297024,,,
906,1.461100,,,
907,0.040633,,,
908,0.424779,,,
909,0.231553,,,
910,0.038775,,,
911,0.500209,,,
912,0.411595,,,
913,0.144221,,,
914,0.956884,,,
915,0.060418,,,
916,0.191803,,,
917,0.021702,,,
918,0.093053,,,
919,0.011202,,,
920,0.247977,,,
921,0.011089,,,
922,0.056486,,,
923,0.069396,,,
924,0.091101,,,
925,0.241458,,,
926,0.172695,,,
927,0.328040,,,
928,0.044345,,,
929,0.000000,,,
930,0.510452,,,
931,0.072587,,,
932,0.052611,,,
933,0.193138,,,
934,0.163793,,,
935,0.141427,,,
936,0.064198,,,
937,0.065905,,,
938,0.210126,,,
939,0.193987,,,
940,0.040660,,,
941,0.042126,,,
942,0.266435,,,
943,0.000000,,,
944,0.116925,,,
945,0.276854,,,
946,0.000000,,,
947,0.119999,,,
948,0.087917,,,
949,0.045994,,,
950,0.102223,,,
951,0.079949,,,
952,0.068992,,,
953,0.072582,,,
954,0.039449,,,
955,0.506223,,,
956,0.041023,,,
957,0.114376,,,
958,0.458793,,,
959,0.191886,,,
960,0.112482,,,
961,0.096051,,,
962,0.073120,,,
963,0.025322,,,
964,0.088918,,,
965,0.041974,,,
966,0.015379,,,
967,0.218982,,,
968,0.083559,,,
969,0.090771,,,
970,0.361491,,,
971,0.078678,,,
972,0.036307,,,
973,0.225990,,,
974,0.343767,,,
975,0.164107,,,
976,0.060121,,,
977,0.128503,,,
978,0.041109,,,
979,0.252759,,,
980,0.111041,,,
981,0.097762,,,
982,0.200828,,,
983,0.296827,,,
984,0.244512,,,
985,0.131327,,,
986,0.590151,,,
987,0.159347,,,
988,0.000000,,,
989,0.351902,,,
990,0.285860,,,
991,0.161560,,,
992,0.089016,,,
993,0.244610,,,
994,0.000000,,,
995,0.022278,,,
996,0.052589,,,
997,0.212760,,,
998,0.238716,,,
999,0.000000,,,
1000,0.180163,,,
1001,0.088045,,,
1002,0.018771,,,
1003,0.077594,,,
1004,1.209564,,,
1005,0.331814,,,
1006,0.544024,,,
1007,0.167367,,,
1008,0.064783,,,
1009,0.033445,,,
1010,0.042198,,,
1011,0.261566,,,
1012,0.344083,,,
1013,0.199751,,,
1014,0.317935,,,
1015,0.678194,,,
1016,0.365001,,,
1017,0.152960,,,
1018,0.149216,,,
1019,0.040304,,,
1020,0.000000,,,
1021,0.314377,,,
1022,0.078563,,,
1023,0.387466,,,
1024,0.150447,,,
1025,0.100395,,,
1026,0.409526,,,
1027,0.032887,,,
1028,0.721927,,,
1029,0.329930,,,
1030,0.415177,,,
1031,0.081757,,,
1032,0.280900,,,
1033,0.377931,,,
1034,0.428795,,,
1035,0.000000,,,
1036,0.299925,,,
1037,0.055293,,,
1038,0.075132,,,
1039,0.000000,,,
1040,0.000000,,,
1041,0.461585,,,
1042,0.315578,,,
1043,0.050344,,,
1044,0.060903,,,
1045,0.000000,,,
1046,0.011640,,,
1047,0.000000,,,
1048,0.000000,,,
1049,0.027211,,,
1050,0.040601,,,
1051,0.000000,,,
1052,0.036721,,,
1053,0.172177,,,
1054,0.053997,,,
1055,0.231432,,,
1056,0.056427,,,
1057,0.041964,,,
1058,0.037970,,,
1059,0.019073,,,
1060,0.064357,,,
1061,0.024296,,,
1062,0.034892,,,
1063,0.344732,,,
1064,0.239948,,,
1065,0.178203,,,
1066,0.129978,,,
1067,0.142689,,,
1068,0.176246,,,
1069,0.069426,,,
1070,0.131622,,,
1071,0.252514,,,
1072,0.107326,,,
1073,0.176190,,,
1074,0.056246,,,
1075,0.303760,,,
1076,0.126079,,,
1077,0.038987,,,
1078,0.138459,,,
1079,0.046560,,,
1080,0.045067,,,
1081,0.202655,,,
1082,0.060505,,,
1083,0.000000,,,
1084,0.022572,,,
1085,0.047295,,,
1086,0.060991,,,
1087,0.144187,,,
1088,0.060106,,,
1089,0.134675,,,
1090,0.038608,,,
1091,0.047908,,,
1092,0.003498,,,
1093,0.028184,,,
1094,0.338156,,,
1095,0.057476,,,
1096,0.035851,,,
1097,0.060058,,,
1098,0.082519,,,
1099,0.000000,,,
1100,0.011596,,,
1101,0.016869,,,
1102,0.371109,,,
1103,0.234351,,,
1104,0.047054,,,
1105,0.027026,,,
1106,0.044129,,,
1107,0.000000,,,
1108,0.254071,,,
1109,0.057944,,,
1110,0.011004,,,
1111,0.000000,,,
1112,0.067692,,,
1113,0.034653,,,
1114,0.239811,,,
1115,0.091618,,,
1116,0.228044,,,
1117,0.150325,,,
1118,0.045009,,,
1119,0.130260,,,
1120,0.028962,,,
1121,0.202694,,,
1122,0.128455,,,
1123,0.101809,,,
1124,0.120635,,,
1125,0.038456,,,
1126,0.070847,,,
1127,0.146359,,,
1128,0.112208,,,
1129,0.442043,,,
1130,0.045812,,,
1131,0.069520,,,
1132,0.050243,,,
1133,0.050669,,,
1134,0.122384,,,
1135,0.000000,,,
1136,0.030555,,,
1137,0.034435,,,
1138,0.054754,,,
1139,0.033942,,,
1140,0.022008,,,
1141,0.149659,,,
1142,0.068638,,,
1143,0.163092,,,
1144,0.144583,,,
1145,0.147849,,,
1146,0.118730,,,
1147,0.151731,,,
1148,0.126283,,,
1149,0.253399,,,
1150,0.000000,,,
1151,0.000000,,,
1152,0.164345,,,
1153,0.064981,,,
1154,0.157200,,,
1155,0.109310,,,
1156,0.144819,,,
1157,0.211561,,,
1158,0.036919,,,
1159,0.000000,,,
1160,0.085320,,,
1161,0.025963,,,
1162,0.130610,,,
1163,0.285641,,,
1164,0.013103,,,
1165,0.007829,,,
1166,0.000000,,,
1167,0.120052,,,
1168,0.058090,,,
1169,0.094542,,,
1170,0.216918,,,
1171,0.109446,,,
1172,0.159678,,,
1173,0.084821,,,
1174,0.020958,,,
1175,0.041718,,,
1176,0.095057,,,
1177,0.095829,,,
1178,0.075111,,,
1179,1.156116,,,
1180,0.213794,,,
1181,0.093144,,,
1182,0.079840,,,
1183,0.051119,,,
1184,0.036690,,,
1185,0.042476,,,
1186,0.057377,,,
1187,0.080998,,,
1188,0.057015,,,
1189,0.039176,,,
1190,0.047113,,,
1191,0.010278,,,
1192,0.042993,,,
1193,0.016547,,,
1194,0.023649,,,
1195,0.030896,,,
1196,0.178226,,,
1197,0.018215,,,
1198,0.024484,,,
1199,0.034706,,,
1200,0.085860,,,
1201,0.028276,,,
1202,0.109066,,,
1203,0.063549,,,
1204,0.095836,,,
1205,0.325941,,,
1206,0.050804,,,
1207,0.113376,,,
1208,0.035216,,,
1209,0.027819,,,
1210,0.015578,,,
1211,0.050004,,,
1212,0.007103,,,
1213,0.138057,,,
1214,0.017515,,,
1215,0.083655,,,
1216,0.063844,,,
1217,0.043315,,,
1218,0.082869,,,
1219,0.048393,,,
1220,0.233064,,,
1221,0.008206,,,
1222,0.024913,,,
1223,0.008152,,,
1224,0.007318,,,
1225,0.023192,,,
1226,0.061400,,,
1227,0.042832,,,
1228,0.054940,,,
1229,0.173163,,,
1230,0.107184,,,
1231,0.134364,,,
1232,0.063001,,,
1233,0.041179,,,
1234,0.038016,,,
1235,0.158786,,,
1236,0.193794,,,
1237,0.090090,,,
1238,0.096435,,,
1239,0.266480,,,
1240,0.115914,,,
1241,0.060227,,,
1242,0.164383,,,
1243,0.032195,,,
1244,0.113939,,,
1245,0.061737,,,
1246,0.174988,,,
1247,0.038986,,,
1248,0.178400,,,
1249,0.076267,,,
1250,0.037213,,,
1251,0.234975,,,
1252,0.491300,,,
1253,0.029016,,,
1254,0.390309,,,
1255,0.126286,,,
1256,0.166746,,,
1257,0.137915,,,
1258,0.133154,,,
1259,0.091733,,,
1260,0.250379,,,
1261,0.190839,,,
1262,0.122112,,,
1263,0.086313,,,
1264,0.014367,,,
1265,0.035244,,,
1266,0.024617,,,
1267,0.039471,,,
1268,0.181163,,,
1269,0.000000,,,
1270,0.071582,,,
1271,0.128253,,,
1272,0.177318,,,
1273,0.065111,,,
1274,0.032834,,,
1275,0.037222,,,
1276,0.044074,,,
1277,0.086806,,,
1278,0.169899,,,
1279,0.216347,,,
1280,0.200275,,,
1281,0.067581,,,
1282,0.087035,,,
1283,0.134275,,,
1284,0.123512,,,
1285,0.222993,,,
1286,0.098695,,,
1287,0.621305,,,
1288,0.368872,,,
1289,0.461054,,,
1290,0.698187,,,
1291,0.464169,,,
1292,0.100000,,,
1293,0.113628,,,
1294,0.000000,,,
1295,0.533116,,,
1296,0.224181,,,
1297,0.273866,,,
1298,0.246482,,,
1299,0.083258,,,
1300,0.170217,,,
1301,0.185344,,,
1302,0.061405,,,
1303,0.108903,,,
1304,0.124535,,,
1305,0.036346,,,
1306,0.089220,,,
1307,0.260272,,,
1308,0.249318,,,
1309,0.030892,,,
1310,0.128987,,,
1311,0.126781,,,
1312,0.121652,,,
1313,0.165775,,,
1314,0.074450,,,
1315,0.179921,,,
1316,0.186574,,,
1317,0.039482,,,
1318,0.406127,,,
1319,0.062625,,,
1320,0.075724,,,
1321,0.478266,,,
1322,0.022816,,,
1323,0.057452,,,
1324,0.076875,,,
1325,0.132964,,,
1326,0.079356,,,
1327,0.195484,,,
1328,0.050728,,,
1329,0.767273,,,
1330,0.066753,,,
1331,0.124322,,,
1332,0.050776,,,
1333,0.074299,,,
1334,0.046595,,,
1335,0.216605,,,
1336,0.000000,,,
1337,0.070337,,,
1338,0.083529,,,
1339,0.069265,,,
1340,0.226670,,,
1341,0.000000,,,
1342,0.000000,,,
1343,0.000000,,,
1344,0.349605,,,
1345,0.151405,,,
1346,0.133326,,,
1347,0.049893,,,
1348,0.109003,,,
1349,0.011389,,,
1350,0.086837,,,
1351,0.000000,,,
1352,0.137569,,,
1353,0.398790,,,
1354,0.381245,,,
1355,0.103799,,,
1356,0.110636,,,
1357,0.170762,,,
1358,0.342304,,,
1359,0.066450,,,
1360,0.039632,,,
1361,0.255366,,,
